evaluation_id,CLM_ID,CLM_LINE_NUM,expected_BR_DATE_001,expected_BR_DATE_002,expected_BR_AMT_001,expected_BR_AMT_002,expected_violation_count,scenario
EVAL_CLM_000555,EVAL_CLM_000555,1,PASS,PASS,PASS,PASS,0,CLEAN
EVAL_CLM_000556,EVAL_CLM_000556,7,PASS,PASS,PASS,PASS,0,CLEAN
EVAL_CLM_000557,EVAL_CLM_000557,1,PASS,PASS,PASS,PASS,0,CLEAN
EVAL_CLM_000558,EVAL_CLM_000558,4,PASS,PASS,PASS,PASS,0,CLEAN
EVAL_CLM_000559,EVAL_CLM_000559,1,PASS,PASS,PASS,PASS,0,CLEAN
EVAL_CLM_000560,EVAL_CLM_000560,1,PASS,PASS,PASS,PASS,0,CLEAN
EVAL_CLM_000561,EVAL_CLM_000561,5,PASS,PASS,PASS,PASS,0,CLEAN
EVAL_CLM_000562,EVAL_CLM_000562,4,PASS,PASS,PASS,PASS,0,CLEAN
EVAL_CLM_000563,EVAL_CLM_000563,3,PASS,PASS,PASS,PASS,0,CLEAN
EVAL_CLM_000564,EVAL_CLM_000564,1,PASS,PASS,PASS,PASS,0,CLEAN
EVAL_CLM_000565,EVAL_CLM_000565,2,PASS,PASS,PASS,PASS,0,CLEAN
EVAL_CLM_000566,EVAL_CLM_000566,7,PASS,PASS,PASS,PASS,0,CLEAN
EVAL_CLM_000567,EVAL_CLM_000567,3,PASS,PASS,PASS,PASS,0,CLEAN
EVAL_CLM_000568,EVAL_CLM_000568,3,PASS,PASS,PASS,PASS,0,CLEAN
EVAL_CLM_000569,EVAL_CLM_000569,5,PASS,PASS,PASS,PASS,0,CLEAN
EVAL_CLM_000570,EVAL_CLM_000570,4,PASS,PASS,PASS,PASS,0,CLEAN
EVAL_CLM_000571,EVAL_CLM_000571,4,PASS,PASS,PASS,PASS,0,CLEAN
EVAL_CLM_000572,EVAL_CLM_000572,6,PASS,PASS,PASS,PASS,0,CLEAN
EVAL_CLM_000573,EVAL_CLM_000573,1,PASS,PASS,PASS,PASS,0,CLEAN
EVAL_CLM_000574,EVAL_CLM_000574,1,PASS,PASS,PASS,PASS,0,CLEAN
EVAL_CLM_000575,EVAL_CLM_000575,1,PASS,PASS,PASS,PASS,0,CLEAN
EVAL_CLM_000576,EVAL_CLM_000576,3,PASS,PASS,PASS,PASS,0,CLEAN
EVAL_CLM_000577,EVAL_CLM_000577,4,PASS,PASS,PASS,PASS,0,CLEAN
EVAL_CLM_000578,EVAL_CLM_000578,1,PASS,PASS,PASS,PASS,0,CLEAN
EVAL_CLM_000579,EVAL_CLM_000579,1,PASS,PASS,PASS,PASS,0,CLEAN
EVAL_CLM_000580,EVAL_CLM_000580,10,PASS,PASS,PASS,PASS,0,CLEAN
EVAL_CLM_000581,EVAL_CLM_000581,1,PASS,PASS,PASS,PASS,0,CLEAN
EVAL_CLM_000582,EVAL_CLM_000582,5,PASS,PASS,PASS,PASS,0,CLEAN
EVAL_CLM_000583,EVAL_CLM_000583,4,PASS,PASS,PASS,PASS,0,CLEAN
EVAL_CLM_000584,EVAL_CLM_000584,1,PASS,PASS,PASS,PASS,0,CLEAN
EVAL_CLM_000585,EVAL_CLM_000585,1,PASS,PASS,PASS,PASS,0,CLEAN
EVAL_CLM_000586,EVAL_CLM_000586,2,PASS,PASS,PASS,PASS,0,CLEAN
EVAL_CLM_000587,EVAL_CLM_000587,1,PASS,PASS,PASS,PASS,0,CLEAN
EVAL_CLM_000588,EVAL_CLM_000588,2,PASS,PASS,PASS,PASS,0,CLEAN
EVAL_CLM_000589,EVAL_CLM_000589,2,PASS,PASS,PASS,PASS,0,CLEAN
EVAL_CLM_000590,EVAL_CLM_000590,7,PASS,PASS,PASS,PASS,0,CLEAN
EVAL_CLM_000591,EVAL_CLM_000591,5,PASS,PASS,PASS,PASS,0,CLEAN
EVAL_CLM_000592,EVAL_CLM_000592,2,PASS,PASS,PASS,PASS,0,CLEAN
EVAL_CLM_000593,EVAL_CLM_000593,4,PASS,PASS,PASS,PASS,0,CLEAN
EVAL_CLM_000594,EVAL_CLM_000594,7,PASS,PASS,PASS,PASS,0,CLEAN
EVAL_CLM_000595,EVAL_CLM_000595,6,PASS,PASS,PASS,PASS,0,CLEAN
EVAL_CLM_000596,EVAL_CLM_000596,2,PASS,PASS,PASS,PASS,0,CLEAN
EVAL_CLM_000597,EVAL_CLM_000597,1,PASS,PASS,PASS,PASS,0,CLEAN
EVAL_CLM_000598,EVAL_CLM_000598,5,PASS,PASS,PASS,PASS,0,CLEAN
EVAL_CLM_000599,EVAL_CLM_000599,5,PASS,PASS,PASS,PASS,0,CLEAN
EVAL_CLM_000600,EVAL_CLM_000600,2,PASS,PASS,PASS,PASS,0,CLEAN
EVAL_CLM_000601,EVAL_CLM_000601,2,PASS,PASS,PASS,PASS,0,CLEAN
EVAL_CLM_000602,EVAL_CLM_000602,1,PASS,PASS,PASS,PASS,0,CLEAN
EVAL_CLM_000603,EVAL_CLM_000603,5,PASS,PASS,PASS,PASS,0,CLEAN
EVAL_CLM_000604,EVAL_CLM_000604,4,PASS,PASS,PASS,PASS,0,CLEAN
EVAL_CLM_000605,EVAL_CLM_000605,2,PASS,PASS,PASS,PASS,0,CLEAN
EVAL_CLM_000606,EVAL_CLM_000606,5,PASS,PASS,PASS,PASS,0,CLEAN
EVAL_CLM_000607,EVAL_CLM_000607,2,PASS,PASS,PASS,PASS,0,CLEAN
EVAL_CLM_000608,EVAL_CLM_000608,1,PASS,PASS,PASS,PASS,0,CLEAN
EVAL_CLM_000609,EVAL_CLM_000609,1,PASS,PASS,PASS,PASS,0,CLEAN
EVAL_CLM_000610,EVAL_CLM_000610,2,PASS,PASS,PASS,PASS,0,CLEAN
EVAL_CLM_000611,EVAL_CLM_000611,3,PASS,PASS,PASS,PASS,0,CLEAN
EVAL_CLM_000612,EVAL_CLM_000612,1,PASS,PASS,PASS,PASS,0,CLEAN
EVAL_CLM_000613,EVAL_CLM_000613,6,PASS,PASS,PASS,PASS,0,CLEAN
EVAL_CLM_000614,EVAL_CLM_000614,1,PASS,PASS,PASS,PASS,0,CLEAN
EVAL_CLM_000615,EVAL_CLM_000615,3,PASS,PASS,PASS,PASS,0,CLEAN
EVAL_CLM_000616,EVAL_CLM_000616,7,PASS,PASS,PASS,PASS,0,CLEAN
EVAL_CLM_000617,EVAL_CLM_000617,3,PASS,PASS,PASS,PASS,0,CLEAN
EVAL_CLM_000618,EVAL_CLM_000618,1,PASS,PASS,PASS,PASS,0,CLEAN
EVAL_CLM_000619,EVAL_CLM_000619,1,PASS,PASS,PASS,PASS,0,CLEAN
EVAL_CLM_000620,EVAL_CLM_000620,3,PASS,PASS,PASS,PASS,0,CLEAN
EVAL_CLM_000621,EVAL_CLM_000621,7,PASS,PASS,PASS,PASS,0,CLEAN
EVAL_CLM_000622,EVAL_CLM_000622,4,PASS,PASS,PASS,PASS,0,CLEAN
EVAL_CLM_000623,EVAL_CLM_000623,2,PASS,PASS,PASS,PASS,0,CLEAN
EVAL_CLM_000624,EVAL_CLM_000624,5,PASS,PASS,PASS,PASS,0,CLEAN
EVAL_CLM_000625,EVAL_CLM_000625,6,PASS,PASS,PASS,PASS,0,CLEAN
EVAL_CLM_000626,EVAL_CLM_000626,4,PASS,PASS,PASS,PASS,0,CLEAN
EVAL_CLM_000627,EVAL_CLM_000627,4,PASS,PASS,PASS,PASS,0,CLEAN
EVAL_CLM_000628,EVAL_CLM_000628,1,PASS,PASS,PASS,PASS,0,CLEAN
EVAL_CLM_000629,EVAL_CLM_000629,3,PASS,PASS,PASS,PASS,0,CLEAN
EVAL_CLM_000630,EVAL_CLM_000630,1,PASS,PASS,PASS,PASS,0,CLEAN
EVAL_CLM_000631,EVAL_CLM_000631,6,PASS,PASS,PASS,PASS,0,CLEAN
EVAL_CLM_000632,EVAL_CLM_000632,4,PASS,PASS,PASS,PASS,0,CLEAN
EVAL_CLM_000633,EVAL_CLM_000633,1,PASS,PASS,PASS,PASS,0,CLEAN
EVAL_CLM_000634,EVAL_CLM_000634,3,PASS,PASS,PASS,PASS,0,CLEAN
EVAL_CLM_000635,EVAL_CLM_000635,2,PASS,PASS,PASS,PASS,0,CLEAN
EVAL_CLM_000636,EVAL_CLM_000636,3,PASS,PASS,PASS,PASS,0,CLEAN
EVAL_CLM_000637,EVAL_CLM_000637,2,PASS,PASS,PASS,PASS,0,CLEAN
EVAL_CLM_000638,EVAL_CLM_000638,1,PASS,PASS,PASS,PASS,0,CLEAN
EVAL_CLM_000639,EVAL_CLM_000639,6,PASS,PASS,PASS,PASS,0,CLEAN
EVAL_CLM_000640,EVAL_CLM_000640,3,PASS,PASS,PASS,PASS,0,CLEAN
EVAL_CLM_000641,EVAL_CLM_000641,5,PASS,PASS,PASS,PASS,0,CLEAN
EVAL_CLM_000642,EVAL_CLM_000642,6,PASS,PASS,PASS,PASS,0,CLEAN
EVAL_CLM_000643,EVAL_CLM_000643,6,PASS,PASS,PASS,PASS,0,CLEAN
EVAL_CLM_000644,EVAL_CLM_000644,4,PASS,PASS,PASS,PASS,0,CLEAN
EVAL_CLM_000645,EVAL_CLM_000645,3,PASS,PASS,PASS,PASS,0,CLEAN
EVAL_CLM_000646,EVAL_CLM_000646,3,PASS,PASS,PASS,PASS,0,CLEAN
EVAL_CLM_000647,EVAL_CLM_000647,2,PASS,PASS,PASS,PASS,0,CLEAN
EVAL_CLM_000648,EVAL_CLM_000648,4,PASS,PASS,PASS,PASS,0,CLEAN
EVAL_CLM_000649,EVAL_CLM_000649,1,PASS,PASS,PASS,PASS,0,CLEAN
EVAL_CLM_000650,EVAL_CLM_000650,7,PASS,PASS,PASS,PASS,0,CLEAN
EVAL_CLM_000651,EVAL_CLM_000651,1,PASS,PASS,PASS,PASS,0,CLEAN
EVAL_CLM_000652,EVAL_CLM_000652,3,PASS,PASS,PASS,PASS,0,CLEAN
EVAL_CLM_000653,EVAL_CLM_000653,2,PASS,PASS,PASS,PASS,0,CLEAN
EVAL_CLM_000654,EVAL_CLM_000654,4,PASS,PASS,PASS,PASS,0,CLEAN
EVAL_CLM_000655,EVAL_CLM_000655,5,PASS,PASS,PASS,PASS,0,CLEAN
EVAL_CLM_000656,EVAL_CLM_000656,2,PASS,PASS,PASS,PASS,0,CLEAN
EVAL_CLM_000657,EVAL_CLM_000657,3,PASS,PASS,PASS,PASS,0,CLEAN
EVAL_CLM_000658,EVAL_CLM_000658,3,PASS,PASS,PASS,PASS,0,CLEAN
EVAL_CLM_000659,EVAL_CLM_000659,1,PASS,PASS,PASS,PASS,0,CLEAN
EVAL_CLM_000660,EVAL_CLM_000660,5,PASS,PASS,PASS,PASS,0,CLEAN
EVAL_CLM_000661,EVAL_CLM_000661,6,PASS,PASS,PASS,PASS,0,CLEAN
EVAL_CLM_000662,EVAL_CLM_000662,2,PASS,PASS,PASS,PASS,0,CLEAN
EVAL_CLM_000663,EVAL_CLM_000663,5,PASS,PASS,PASS,PASS,0,CLEAN
EVAL_CLM_000664,EVAL_CLM_000664,3,PASS,PASS,PASS,PASS,0,CLEAN
EVAL_CLM_000665,EVAL_CLM_000665,1,PASS,PASS,PASS,PASS,0,CLEAN
EVAL_CLM_000666,EVAL_CLM_000666,1,PASS,PASS,PASS,PASS,0,CLEAN
EVAL_CLM_000667,EVAL_CLM_000667,1,PASS,PASS,PASS,PASS,0,CLEAN
EVAL_CLM_000668,EVAL_CLM_000668,1,PASS,PASS,PASS,PASS,0,CLEAN
EVAL_CLM_000669,EVAL_CLM_000669,7,PASS,PASS,PASS,PASS,0,CLEAN
EVAL_CLM_000670,EVAL_CLM_000670,3,PASS,PASS,PASS,PASS,0,CLEAN
EVAL_CLM_000671,EVAL_CLM_000671,2,PASS,PASS,PASS,PASS,0,CLEAN
EVAL_CLM_000672,EVAL_CLM_000672,2,PASS,PASS,PASS,PASS,0,CLEAN
EVAL_CLM_000673,EVAL_CLM_000673,1,PASS,PASS,PASS,PASS,0,CLEAN
EVAL_CLM_000674,EVAL_CLM_000674,7,PASS,PASS,PASS,PASS,0,CLEAN
EVAL_CLM_000675,EVAL_CLM_000675,2,PASS,PASS,PASS,PASS,0,CLEAN
EVAL_CLM_000676,EVAL_CLM_000676,3,PASS,PASS,PASS,PASS,0,CLEAN
EVAL_CLM_000677,EVAL_CLM_000677,2,PASS,PASS,PASS,PASS,0,CLEAN
EVAL_CLM_000678,EVAL_CLM_000678,5,PASS,PASS,PASS,PASS,0,CLEAN
EVAL_CLM_000679,EVAL_CLM_000679,3,PASS,PASS,PASS,PASS,0,CLEAN
EVAL_CLM_000680,EVAL_CLM_000680,1,PASS,PASS,PASS,PASS,0,CLEAN
EVAL_CLM_000681,EVAL_CLM_000681,2,PASS,PASS,PASS,PASS,0,CLEAN
EVAL_CLM_000682,EVAL_CLM_000682,7,PASS,PASS,PASS,PASS,0,CLEAN
EVAL_CLM_000683,EVAL_CLM_000683,6,PASS,PASS,PASS,PASS,0,CLEAN
EVAL_CLM_000684,EVAL_CLM_000684,1,PASS,PASS,PASS,PASS,0,CLEAN
EVAL_CLM_000685,EVAL_CLM_000685,2,PASS,PASS,PASS,PASS,0,CLEAN
EVAL_CLM_000686,EVAL_CLM_000686,3,PASS,PASS,PASS,PASS,0,CLEAN
EVAL_CLM_000687,EVAL_CLM_000687,3,PASS,PASS,PASS,PASS,0,CLEAN
EVAL_CLM_000688,EVAL_CLM_000688,1,PASS,PASS,PASS,PASS,0,CLEAN
EVAL_CLM_000689,EVAL_CLM_000689,3,PASS,PASS,PASS,PASS,0,CLEAN
EVAL_CLM_000690,EVAL_CLM_000690,3,PASS,PASS,PASS,PASS,0,CLEAN
EVAL_CLM_000691,EVAL_CLM_000691,4,PASS,PASS,PASS,PASS,0,CLEAN
EVAL_CLM_000692,EVAL_CLM_000692,3,PASS,PASS,PASS,PASS,0,CLEAN
EVAL_CLM_000693,EVAL_CLM_000693,1,PASS,PASS,PASS,PASS,0,CLEAN
EVAL_CLM_000694,EVAL_CLM_000694,1,PASS,PASS,PASS,PASS,0,CLEAN
EVAL_CLM_000695,EVAL_CLM_000695,3,PASS,PASS,PASS,PASS,0,CLEAN
EVAL_CLM_000696,EVAL_CLM_000696,2,PASS,PASS,PASS,PASS,0,CLEAN
EVAL_CLM_000697,EVAL_CLM_000697,2,PASS,PASS,PASS,PASS,0,CLEAN
EVAL_CLM_000698,EVAL_CLM_000698,8,PASS,PASS,PASS,PASS,0,CLEAN
EVAL_CLM_000699,EVAL_CLM_000699,1,PASS,PASS,PASS,PASS,0,CLEAN
EVAL_CLM_000700,EVAL_CLM_000700,3,PASS,PASS,PASS,PASS,0,CLEAN
EVAL_CLM_000701,EVAL_CLM_000701,1,EXPECTED_FAIL,PASS,PASS,PASS,1,DATE_CHRONOLOGY
EVAL_CLM_000702,EVAL_CLM_000702,1,EXPECTED_FAIL,PASS,PASS,PASS,1,DATE_CHRONOLOGY
EVAL_CLM_000703,EVAL_CLM_000703,3,EXPECTED_FAIL,PASS,PASS,PASS,1,DATE_CHRONOLOGY
EVAL_CLM_000704,EVAL_CLM_000704,3,EXPECTED_FAIL,PASS,PASS,PASS,1,DATE_CHRONOLOGY
EVAL_CLM_000705,EVAL_CLM_000705,2,EXPECTED_FAIL,PASS,PASS,PASS,1,DATE_CHRONOLOGY
EVAL_CLM_000706,EVAL_CLM_000706,2,EXPECTED_FAIL,PASS,PASS,PASS,1,DATE_CHRONOLOGY
EVAL_CLM_000707,EVAL_CLM_000707,3,EXPECTED_FAIL,PASS,PASS,PASS,1,DATE_CHRONOLOGY
EVAL_CLM_000708,EVAL_CLM_000708,1,EXPECTED_FAIL,PASS,PASS,PASS,1,DATE_CHRONOLOGY
EVAL_CLM_000709,EVAL_CLM_000709,3,EXPECTED_FAIL,PASS,PASS,PASS,1,DATE_CHRONOLOGY
EVAL_CLM_000710,EVAL_CLM_000710,1,EXPECTED_FAIL,PASS,PASS,PASS,1,DATE_CHRONOLOGY
EVAL_CLM_000711,EVAL_CLM_000711,3,EXPECTED_FAIL,PASS,PASS,PASS,1,DATE_CHRONOLOGY
EVAL_CLM_000712,EVAL_CLM_000712,4,EXPECTED_FAIL,PASS,PASS,PASS,1,DATE_CHRONOLOGY
EVAL_CLM_000713,EVAL_CLM_000713,3,EXPECTED_FAIL,PASS,PASS,PASS,1,DATE_CHRONOLOGY
EVAL_CLM_000714,EVAL_CLM_000714,1,EXPECTED_FAIL,PASS,PASS,PASS,1,DATE_CHRONOLOGY
EVAL_CLM_000715,EVAL_CLM_000715,1,EXPECTED_FAIL,PASS,PASS,PASS,1,DATE_CHRONOLOGY
EVAL_CLM_000716,EVAL_CLM_000716,7,EXPECTED_FAIL,PASS,PASS,PASS,1,DATE_CHRONOLOGY
EVAL_CLM_000717,EVAL_CLM_000717,2,EXPECTED_FAIL,PASS,PASS,PASS,1,DATE_CHRONOLOGY
EVAL_CLM_000718,EVAL_CLM_000718,3,EXPECTED_FAIL,PASS,PASS,PASS,1,DATE_CHRONOLOGY
EVAL_CLM_000719,EVAL_CLM_000719,2,EXPECTED_FAIL,PASS,PASS,PASS,1,DATE_CHRONOLOGY
EVAL_CLM_000720,EVAL_CLM_000720,2,EXPECTED_FAIL,PASS,PASS,PASS,1,DATE_CHRONOLOGY
EVAL_CLM_000721,EVAL_CLM_000721,1,EXPECTED_FAIL,PASS,PASS,PASS,1,DATE_CHRONOLOGY
EVAL_CLM_000722,EVAL_CLM_000722,2,EXPECTED_FAIL,PASS,PASS,PASS,1,DATE_CHRONOLOGY
EVAL_CLM_000723,EVAL_CLM_000723,4,EXPECTED_FAIL,PASS,PASS,PASS,1,DATE_CHRONOLOGY
EVAL_CLM_000724,EVAL_CLM_000724,1,EXPECTED_FAIL,PASS,PASS,PASS,1,DATE_CHRONOLOGY
EVAL_CLM_000725,EVAL_CLM_000725,2,EXPECTED_FAIL,PASS,PASS,PASS,1,DATE_CHRONOLOGY
EVAL_CLM_000726,EVAL_CLM_000726,3,EXPECTED_FAIL,PASS,PASS,PASS,1,DATE_CHRONOLOGY
EVAL_CLM_000727,EVAL_CLM_000727,3,EXPECTED_FAIL,PASS,PASS,PASS,1,DATE_CHRONOLOGY
EVAL_CLM_000728,EVAL_CLM_000728,3,EXPECTED_FAIL,PASS,PASS,PASS,1,DATE_CHRONOLOGY
EVAL_CLM_000729,EVAL_CLM_000729,2,EXPECTED_FAIL,PASS,PASS,PASS,1,DATE_CHRONOLOGY
EVAL_CLM_000730,EVAL_CLM_000730,3,EXPECTED_FAIL,PASS,PASS,PASS,1,DATE_CHRONOLOGY
EVAL_CLM_000731,EVAL_CLM_000731,1,EXPECTED_FAIL,PASS,PASS,PASS,1,DATE_CHRONOLOGY
EVAL_CLM_000732,EVAL_CLM_000732,1,EXPECTED_FAIL,PASS,PASS,PASS,1,DATE_CHRONOLOGY
EVAL_CLM_000733,EVAL_CLM_000733,5,EXPECTED_FAIL,PASS,PASS,PASS,1,DATE_CHRONOLOGY
EVAL_CLM_000734,EVAL_CLM_000734,1,EXPECTED_FAIL,PASS,PASS,PASS,1,DATE_CHRONOLOGY
EVAL_CLM_000735,EVAL_CLM_000735,1,EXPECTED_FAIL,PASS,PASS,PASS,1,DATE_CHRONOLOGY
EVAL_CLM_000736,EVAL_CLM_000736,5,EXPECTED_FAIL,PASS,PASS,PASS,1,DATE_CHRONOLOGY
EVAL_CLM_000737,EVAL_CLM_000737,5,EXPECTED_FAIL,PASS,PASS,PASS,1,DATE_CHRONOLOGY
EVAL_CLM_000738,EVAL_CLM_000738,2,EXPECTED_FAIL,PASS,PASS,PASS,1,DATE_CHRONOLOGY
EVAL_CLM_000739,EVAL_CLM_000739,2,EXPECTED_FAIL,PASS,PASS,PASS,1,DATE_CHRONOLOGY
EVAL_CLM_000740,EVAL_CLM_000740,5,EXPECTED_FAIL,PASS,PASS,PASS,1,DATE_CHRONOLOGY
EVAL_CLM_000741,EVAL_CLM_000741,4,EXPECTED_FAIL,PASS,PASS,PASS,1,DATE_CHRONOLOGY
EVAL_CLM_000742,EVAL_CLM_000742,1,EXPECTED_FAIL,PASS,PASS,PASS,1,DATE_CHRONOLOGY
EVAL_CLM_000743,EVAL_CLM_000743,7,EXPECTED_FAIL,PASS,PASS,PASS,1,DATE_CHRONOLOGY
EVAL_CLM_000744,EVAL_CLM_000744,6,EXPECTED_FAIL,PASS,PASS,PASS,1,DATE_CHRONOLOGY
EVAL_CLM_000745,EVAL_CLM_000745,4,EXPECTED_FAIL,PASS,PASS,PASS,1,DATE_CHRONOLOGY
EVAL_CLM_000746,EVAL_CLM_000746,4,EXPECTED_FAIL,PASS,PASS,PASS,1,DATE_CHRONOLOGY
EVAL_CLM_000747,EVAL_CLM_000747,6,EXPECTED_FAIL,PASS,PASS,PASS,1,DATE_CHRONOLOGY
EVAL_CLM_000748,EVAL_CLM_000748,2,EXPECTED_FAIL,PASS,PASS,PASS,1,DATE_CHRONOLOGY
EVAL_CLM_000749,EVAL_CLM_000749,1,EXPECTED_FAIL,PASS,PASS,PASS,1,DATE_CHRONOLOGY
EVAL_CLM_000750,EVAL_CLM_000750,1,EXPECTED_FAIL,PASS,PASS,PASS,1,DATE_CHRONOLOGY
EVAL_CLM_000751,EVAL_CLM_000751,1,EXPECTED_FAIL,PASS,PASS,PASS,1,DATE_CHRONOLOGY
EVAL_CLM_000752,EVAL_CLM_000752,1,EXPECTED_FAIL,PASS,PASS,PASS,1,DATE_CHRONOLOGY
EVAL_CLM_000753,EVAL_CLM_000753,3,EXPECTED_FAIL,PASS,PASS,PASS,1,DATE_CHRONOLOGY
EVAL_CLM_000754,EVAL_CLM_000754,1,EXPECTED_FAIL,PASS,PASS,PASS,1,DATE_CHRONOLOGY
EVAL_CLM_000755,EVAL_CLM_000755,1,EXPECTED_FAIL,PASS,PASS,PASS,1,DATE_CHRONOLOGY
EVAL_CLM_000756,EVAL_CLM_000756,1,EXPECTED_FAIL,PASS,PASS,PASS,1,DATE_CHRONOLOGY
EVAL_CLM_000757,EVAL_CLM_000757,1,EXPECTED_FAIL,PASS,PASS,PASS,1,DATE_CHRONOLOGY
EVAL_CLM_000758,EVAL_CLM_000758,1,EXPECTED_FAIL,PASS,PASS,PASS,1,DATE_CHRONOLOGY
EVAL_CLM_000759,EVAL_CLM_000759,6,EXPECTED_FAIL,PASS,PASS,PASS,1,DATE_CHRONOLOGY
EVAL_CLM_000760,EVAL_CLM_000760,1,EXPECTED_FAIL,PASS,PASS,PASS,1,DATE_CHRONOLOGY
EVAL_CLM_000761,EVAL_CLM_000761,5,EXPECTED_FAIL,PASS,PASS,PASS,1,DATE_CHRONOLOGY
EVAL_CLM_000762,EVAL_CLM_000762,4,EXPECTED_FAIL,PASS,PASS,PASS,1,DATE_CHRONOLOGY
EVAL_CLM_000763,EVAL_CLM_000763,7,EXPECTED_FAIL,PASS,PASS,PASS,1,DATE_CHRONOLOGY
EVAL_CLM_000764,EVAL_CLM_000764,1,EXPECTED_FAIL,PASS,PASS,PASS,1,DATE_CHRONOLOGY
EVAL_CLM_000765,EVAL_CLM_000765,1,EXPECTED_FAIL,PASS,PASS,PASS,1,DATE_CHRONOLOGY
EVAL_CLM_000766,EVAL_CLM_000766,5,EXPECTED_FAIL,PASS,PASS,PASS,1,DATE_CHRONOLOGY
EVAL_CLM_000767,EVAL_CLM_000767,1,EXPECTED_FAIL,PASS,PASS,PASS,1,DATE_CHRONOLOGY
EVAL_CLM_000768,EVAL_CLM_000768,3,EXPECTED_FAIL,PASS,PASS,PASS,1,DATE_CHRONOLOGY
EVAL_CLM_000769,EVAL_CLM_000769,6,EXPECTED_FAIL,PASS,PASS,PASS,1,DATE_CHRONOLOGY
EVAL_CLM_000770,EVAL_CLM_000770,2,EXPECTED_FAIL,PASS,PASS,PASS,1,DATE_CHRONOLOGY
EVAL_CLM_000771,EVAL_CLM_000771,4,EXPECTED_FAIL,PASS,PASS,PASS,1,DATE_CHRONOLOGY
EVAL_CLM_000772,EVAL_CLM_000772,5,EXPECTED_FAIL,PASS,PASS,PASS,1,DATE_CHRONOLOGY
EVAL_CLM_000773,EVAL_CLM_000773,1,EXPECTED_FAIL,PASS,PASS,PASS,1,DATE_CHRONOLOGY
EVAL_CLM_000774,EVAL_CLM_000774,1,EXPECTED_FAIL,PASS,PASS,PASS,1,DATE_CHRONOLOGY
EVAL_CLM_000775,EVAL_CLM_000775,6,EXPECTED_FAIL,PASS,PASS,PASS,1,DATE_CHRONOLOGY
EVAL_CLM_000776,EVAL_CLM_000776,1,PASS,EXPECTED_FAIL,PASS,PASS,1,ADMISSION_DISCHARGE
EVAL_CLM_000777,EVAL_CLM_000777,8,PASS,EXPECTED_FAIL,PASS,PASS,1,ADMISSION_DISCHARGE
EVAL_CLM_000778,EVAL_CLM_000778,7,PASS,EXPECTED_FAIL,PASS,PASS,1,ADMISSION_DISCHARGE
EVAL_CLM_000779,EVAL_CLM_000779,2,PASS,EXPECTED_FAIL,PASS,PASS,1,ADMISSION_DISCHARGE
EVAL_CLM_000780,EVAL_CLM_000780,4,PASS,EXPECTED_FAIL,PASS,PASS,1,ADMISSION_DISCHARGE
EVAL_CLM_000781,EVAL_CLM_000781,1,PASS,EXPECTED_FAIL,PASS,PASS,1,ADMISSION_DISCHARGE
EVAL_CLM_000782,EVAL_CLM_000782,4,PASS,EXPECTED_FAIL,PASS,PASS,1,ADMISSION_DISCHARGE
EVAL_CLM_000783,EVAL_CLM_000783,5,PASS,EXPECTED_FAIL,PASS,PASS,1,ADMISSION_DISCHARGE
EVAL_CLM_000784,EVAL_CLM_000784,5,PASS,EXPECTED_FAIL,PASS,PASS,1,ADMISSION_DISCHARGE
EVAL_CLM_000785,EVAL_CLM_000785,4,PASS,EXPECTED_FAIL,PASS,PASS,1,ADMISSION_DISCHARGE
EVAL_CLM_000786,EVAL_CLM_000786,1,PASS,EXPECTED_FAIL,PASS,PASS,1,ADMISSION_DISCHARGE
EVAL_CLM_000787,EVAL_CLM_000787,6,PASS,EXPECTED_FAIL,PASS,PASS,1,ADMISSION_DISCHARGE
EVAL_CLM_000788,EVAL_CLM_000788,1,PASS,EXPECTED_FAIL,PASS,PASS,1,ADMISSION_DISCHARGE
EVAL_CLM_000789,EVAL_CLM_000789,2,PASS,EXPECTED_FAIL,PASS,PASS,1,ADMISSION_DISCHARGE
EVAL_CLM_000790,EVAL_CLM_000790,5,PASS,EXPECTED_FAIL,PASS,PASS,1,ADMISSION_DISCHARGE
EVAL_CLM_000791,EVAL_CLM_000791,5,PASS,EXPECTED_FAIL,PASS,PASS,1,ADMISSION_DISCHARGE
EVAL_CLM_000792,EVAL_CLM_000792,1,PASS,EXPECTED_FAIL,PASS,PASS,1,ADMISSION_DISCHARGE
EVAL_CLM_000793,EVAL_CLM_000793,1,PASS,EXPECTED_FAIL,PASS,PASS,1,ADMISSION_DISCHARGE
EVAL_CLM_000794,EVAL_CLM_000794,2,PASS,EXPECTED_FAIL,PASS,PASS,1,ADMISSION_DISCHARGE
EVAL_CLM_000795,EVAL_CLM_000795,5,PASS,EXPECTED_FAIL,PASS,PASS,1,ADMISSION_DISCHARGE
EVAL_CLM_000796,EVAL_CLM_000796,1,PASS,EXPECTED_FAIL,PASS,PASS,1,ADMISSION_DISCHARGE
EVAL_CLM_000797,EVAL_CLM_000797,4,PASS,EXPECTED_FAIL,PASS,PASS,1,ADMISSION_DISCHARGE
EVAL_CLM_000798,EVAL_CLM_000798,5,PASS,EXPECTED_FAIL,PASS,PASS,1,ADMISSION_DISCHARGE
EVAL_CLM_000799,EVAL_CLM_000799,4,PASS,EXPECTED_FAIL,PASS,PASS,1,ADMISSION_DISCHARGE
